reference id,Pubchem_id,iupac_name,molecular_formula,molecular_weight,kegg_id,,,,
21594206,21594206,"(4aR,5S,6R,6aR,6aS,6bR,8aR,10S,12aR,14bS)-5,6,10-trihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O5,488.7,Not available,,,,
21470,21470,"(6aS)-9-[2-[[(1S)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-4,5-dimethoxyphenoxy]-1,2,10-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",C41H48N2O8,696.8,C09655 ,,,,
19310,19310,(methyltrisulfanyl)methane ,C2H6S3,126.3,C08372 ,,,,
5481964,5481964,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)chromen-4-one ",C20H18O6,354.4,Not available,,,,
5377796,5377796,"methyl 2,8-dihydroxy-6-methyl-9-oxoxanthene-1-carboxylate ",C16H12O6,300.26,Not available,,,,
5364509,5364509,methyl (Z)-octadec-9-enoate,C19H36O2,296.5,C03425 ,,,,
72724,72724,"(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one",C15H20O2,232.32,C09289 ,,,,
73204,73204,"(2S)-2-[3,4-dihydroxy-2,5-bis(3-methylbut-2-enyl)phenyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one",C25H28O6,424.5,Not available,,,,
6450879,6450879,"(E)-1-[2,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",C20H20O4,324.4,Not available,,,,
6439493,6439493,"(3Z)-3-[(3,4-dihydroxyphenyl)methylidene]-7-hydroxy-2-benzofuran-1-one",C15H10O5,270.24,Not available,,,,
5971,,,,,,,,,
54676038,54676038,4-hydroxy-3-[(4-hydroxy-2-oxochromen-3-yl)methyl]chromen-2-one ,C19H12O6,336.3,C00796 ,,,,
54678431,54678431,"(5Z)-5-[(6E,10E)-13-(furan-3-yl)-2,6,10-trimethyltrideca-6,10-dienylidene]-4-hydroxy-3-methylfuran-2-one",C25H34O4,398.5,Not available,,,,
5468522,5468522,"4-[(1E,3S)-3-ethenyl-3,7-dimethylocta-1,6-dienyl]phenol",C18H24O,256.4,Not available,,,,
641294,641294,(E)-3-(4-methoxyphenyl)prop-2-enal,C10H10O2,162.18,C10475 ,,,,
641301,641301,(E)-3-(4-hydroxyphenyl)prop-2-enal,C9H8O2,148.16,C05608 ,,,,
638278,638278,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",C15H12O4,256.25,C08650 ,,,,
5458800,,,,,,,,,
5459196,5459196,"3,5,7-trihydroxy-6-methoxy-2-(4-methoxyphenyl)chromen-4-one ",C17H14O7,330.29,Not available,,,,
69502,69502,"9-hydroxy-4-(3-methylbut-2-enyl)furo[3,2-g]chromen-7-one ",C16H14O4,270.28,C09053 ,,,,
65126,,,,,,,,,
65238,65238,"[(2R,3R,4S,5R,6S)-3,4,5,6-tetrakis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate",C41H32O26,940.7,C04576 ,,,,
5469447,5469447,"(1E,3Z,6R,7R)-6-[2-(furan-3-yl)ethyl]-6,7-dimethyl-10-methylidenecyclodeca-1,3-diene-1-carboxylic acid",C20H26O3,314.4,Not available,,,,
72303,72303,2-(4-hydroxy-3-prop-2-enylphenyl)-4-prop-2-enylphenol ,C18H18O2,266.3,C10630 ,,,,
72300,72300,2-(2-hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenol ,C18H18O2,266.3,C10651 ,,,,
7127,7127,"1,2-dimethoxy-4-prop-2-enylbenzene ",C11H14O2,178.23,C10454 ,,,,
6419993,6419993,"(3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",C20H24O9,408.4,Not available,,,,
101297577,101297577,"(1S,2S,6S,7S,8R,11S,14S,15R,18R,20S)-20-hydroxy-7,8,14,15,19,19-hexamethyl-21-oxahexacyclo[18.2.2.01,18.02,15.05,14.06,11]tetracos-4-ene-11-carboxylic acid",C30H46O4,470.7,Not available,,,,
12310578,12310578,"(8S,21S)-13,27-dimethoxy-7,22-dimethyl-15,29,31-trioxa-7,22-diazaoctacyclo[19.9.3.216,19.14,30.110,14.03,8.025,33.028,32]heptatriaconta-1(30),2,4(34),10(37),11,13,16,18,25,27,32,35-dodecaene",C36H36N2O5,576.7,Not available,,,,
99199,99199,"methyl (1S,15R,17S,18S)-17-ethyl-6-methoxy-3,13-diazapentacyclo[13.3.1.02,10.04,9.013,18]nonadeca-2(10),4(9),5,7-tetraene-1-carboxylate",C22H28N2O3,368.5,Not available,,,,
102117144,102117144,"(1R,2S,5S,8R,9S,10S,11R,18R)-9,10,18-trihydroxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-7-one",C20H28O5,348.4,Not available,,,,
101798848,101798848,"(2S)-N-[(2S)-1-[(3S,7S,10S,13Z)-10-benzyl-16-methoxy-8,11-dioxo-2-oxa-6,9,12-triazatricyclo[13.3.1.03,7]nonadeca-1(19),13,15,17-tetraen-6-yl]-3-methyl-1-oxobutan-2-yl]-2-(methylamino)propanamide",C32H41N5O6,591.7,Not available,,,,
101306757,101306757,"(1R,2R,5R,6S,10R,11S,12R,15R,16R,18S,19R)-6-(furan-3-yl)-11,16,18-trihydroxy-1,5,10,15-tetramethyl-13-oxapentacyclo[10.6.1.02,10.05,9.015,19]nonadec-8-en-4-one",C26H34O6,442.5,Not available,,,,
44567213,44567213,"(1R,35S,38R,55S)-6,7,8,11,12,23,24,27,28,29,37,43,44,45,48,49,50-heptadecahydroxy-2,14,21,33,36,39,54-heptaoxaundecacyclo[33.20.0.04,9.010,19.013,18.016,25.017,22.026,31.038,55.041,46.047,52]pentapentaconta-4,6,8,10,12,16,18,22,24,26,28,30,41,43,45,47,49,51-octadecaene-3,15,20,32,40,53-hexone",C48H28O30,1084.7,Not available,,,,
8815,8815,1-methoxy-4-prop-2-enylbenzene ,C10H12O,148.2,C10452 ,,,,
785,785,"benzene-1,4-diol ",C6H6O2,110.11,C00530 ,,,,
439768,439768,"(1S,2R,9R,10S,12S)-12-hydroxy-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-6-one",C15H24N2O2,264.36,C02621 ,,,,
73419,,,,,,,,,
84800,84800,"2-methoxy-6-pentylcyclohexa-2,5-diene-1,4-dione ",C12H16O3,208.25,C10390 ,,,,
8530,8530,"naphthalene-1,4-dione ",C10H6O2,158.15,C02617 ,,,,
7362,7362,furan-2-carbaldehyde ,C5H4O2,96.08,C14279 ,,,,
667639,667639,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol",C14H12O4,244.24,C05901 ,,,,
8193,8193,dodecan-1-ol ,C12H26O,186.33,C02277 ,,,,
6483648,6483648,"(2,6-dihydroxy-4-methoxyphenyl)-[(1R,2S,6R)-3-methyl-2-(3-methylbut-2-enyl)-6-phenylcyclohex-3-en-1-yl]methanone",C26H30O4,406.5,Not available,,,,
68346,68346,"3,3,6-trimethylhepta-1,5-dien-4-one ",C10H16O,152.23,Not available,,,,
68827,68827,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one",C15H22O5,282.33,Not available,,,,
72323,72323,"2,9,10-trimethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium-3-ol ",C20H20NO4+,338.4,C09553 ,,,,
68071,,,,,,,,,
82143,,,,,,,,,
66841,,,,,,,,,
91471,91471,"(1S,2R,9S,10S)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-6-one",C15H24N2O,248.36,Not available,,,,
9959532,9959532,"(1S,9R,13R,21S)-1-(2,4-dihydroxyphenyl)-17-(6-hydroxy-1-benzofuran-2-yl)-11-methyl-2,20-dioxapentacyclo[11.7.1.03,8.09,21.014,19]henicosa-3(8),4,6,11,14,16,18-heptaene-5,15-diol",C34H26O8,562.6,C08738 ,,,,
92765,92765,"(14aR)-2,3,6-trimethoxy-11,12,13,14,14a,15-hexahydro-9H-phenanthro[9,10-b]quinolizine",C24H27NO3,377.5,C10586 ,,,,
93135,93135,2-methyl-5-[(2R)-6-methylhept-5-en-2-yl]phenol,C15H22O,218.33,Not available,,,,
9888014,9888014,"6,8-dihydroxy-2,2,4,4-tetramethyl-5-(2-methylpropanoyl)-9-propan-2-yl-9H-xanthene-1,3-dione",C24H30O6,414.5,Not available,,,,
95779,95779,"2-methyl-5-propan-2-ylbenzene-1,4-diol ",C10H14O2,166.22,Not available,,,,
96710,96710,"14-methoxy-3,5-dioxa-10-azapentacyclo[9.7.1.02,6.08,19.013,18]nonadeca-1(18),2(6),7,11(19),12,14,16-heptaen-9-one",C17H11NO4,293.27,Not available,,,,
5280695,5280695,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-8-methoxychromen-4-one ",C16H12O8,332.26,C04527 ,,,,
12302850,12302850,"5-hydroxy-7-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-2,2-dimethylpyrano[3,2-g]chromen-6-one ",C25H24O5,404.5,Not available,,,,
54695756,54695756,4-hydroxy-6-methyl-3-(4-methylpentanoyl)pyran-2-one ,C12H16O4,224.25,Not available,,,,
160254,160254,"(1R)-1,6,6-trimethyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione",C19H20O3,296.4,Not available,,,,
34174831,34174831,"[(1S,2S,5R,8S,9S,10S,11R,15S)-9,10-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-15-yl] acetate",C22H30O6,390.5,Not available,,,,
56673383,56673383,"[(1S,2S,3R,5S,8S,9S,10S,11R)-9,10-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-3-yl] acetate",C22H30O6,390.5,Not available,,,,
42607928,42607928,"2-[3-[(3,3-dimethyloxiran-2-yl)methyl]-4-hydroxyphenyl]-5,7-dihydroxy-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one ",C25H28O6,424.5,Not available,,,,
167673,167673,"8-hydroxy-2-(8-hydroxy-6-methyl-1,4-dioxonaphthalen-2-yl)-6-methylnaphthalene-1,4-dione ",C22H14O6,374.3,Not available,,,,
5280373,5280373,"5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one ",C16H12O5,284.26,C00814 ,,,,
5281654,5281654,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one ",C16H12O7,316.26,C10084 ,,,,
25073757,25073757,"2-(2,5-dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydrochromen-4-one ",C15H12O6,288.25,Not available,,,,
102151885,102151885,"(13Z)-10-benzyl-6-[2-(dimethylamino)-3-(1H-indol-2-yl)propanoyl]-16-methoxy-2-oxa-6,9,12-triazatricyclo[13.3.1.03,7]nonadeca-1(19),13,15,17-tetraene-8,11-dione",C36H39N5O5,621.7,Not available,,,,
126566,126566,"[(1R,4bR,5R,6aR,10aR,10bR,12aR)-1-(furan-3-yl)-1-(2-hydroxyethoxy)-4b,7,7,10a,12a-pentamethyl-3,8-dioxo-5,6,6a,10b,11,12-hexahydronaphtho[2,1-f]isochromen-5-yl] acetate",C30H38O8,526.6,Not available,,,,
12308848,12308848,"[(1R,7R,10R)-10,11,11-trimethyl-4-tricyclo[5.3.1.01,5]undec-4-enyl]methanol",C15H24O,220.35,Not available,,,,
12310340,12310340,"(1S,4S,5R,9R,13R)-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadec-10-ene-5-carboxylic acid",C20H28O2,300.4,Not available,,,,
12443122,12443122,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,8-dimethoxychromen-4-one ",C18H16O8,360.3,Not available,,,,
124211,124211,"5-hydroxy-2-(2-hydroxy-6-methoxyphenyl)-6,7,8-trimethoxychromen-4-one ",C19H18O8,374.3,C10183 ,,,,
5282347,5282347,"(2R)-2,5,7,8-tetramethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4-dihydrochromen-6-ol",C29H44O2,424.7,C14153 ,,,,
2758,2758,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane ",C10H18O,154.25,C09844 ,,,,
21348143,21348143,"(Z)-4-[12-hydroxy-8,8,21,21-tetramethyl-5-(3-methylbut-2-enyl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.02,15.02,19.04,13.06,11]docosa-4(13),5,9,11,15-pentaen-19-yl]-2-methylbut-2-enal",C33H36O7,544.6,Not available,,,,
11875005,11875005,"(1S,4R,7S,8S,9R,11S)-9-tert-butyl-7,9-dihydroxy-3,5,12-trioxatetracyclo[6.6.0.01,11.04,8]tetradecane-2,6,13-trione",C15H18O8,326.3,Not available,,,,
5317303,5317303,1-methyl-2-[(Z)-tridec-8-enyl]quinolin-4-one,C23H33NO,339.5,C16956 ,,,,
1201531,1201531,"(1S,4aS,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid",C20H28O2,300.4,Not available,,,,
455252,455252,"(16R,17R)-10,10,16,17-tetramethyl-6-phenyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13),11-pentaene-4,18-dione",C25H22O5,402.4,Not available,,,,
3037884,3037884,"methyl (E)-2-[(2S,3R,12bR)-3-ethyl-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl]-3-methoxyprop-2-enoate",C22H28N2O3,368.5,C16972 ,,,,
440936,440936,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",C12H16O7,272.25,C06186 ,,,,
133562520,133562520,"(1R)-1-[[4,5-dimethoxy-2-[(1,2,10-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-9-yl)oxy]phenyl]methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-ol",C40H46N2O8,682.8,Not available,,,,
439246,439246,"(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",C15H12O5,272.25,C00509 ,,,,
124049,124049,"(2S)-5,7-dihydroxy-8-(3-methylbut-2-enyl)-2-phenyl-2,3-dihydrochromen-4-one",C20H20O4,324.4,C09752 ,,,,
5350,5350,1-isothiocyanato-4-methylsulfinylbutane ,C6H11NOS2,177.3,Not available,,,,
12358997,12358997,"[(7S,8R)-7-[(E)-2-methylbut-2-enoyl]oxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2R)-2,3-dihydroxy-2-[(1S)-1-methoxyethyl]-3-methylbutanoate",C21H33NO7,411.5,Not available,,,,
5320486,5320486,"(14Z)-14-ethylidene-12-methylidene-1,10-diazatetracyclo[11.2.2.03,11.04,9]heptadeca-3(11),4,6,8-tetraene",C18H20N2,264.4,Not available,,,,
10657,10657,"(1S,4aR,8aS)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,8,8a-hexahydronaphthalene",C15H24,204.35,C09625 ,,,,
5321920,5321920,"(3S,22S)-10,11,16,27-tetramethoxy-4,21-dimethyl-13,29-dioxa-4,21-diazaheptacyclo[28.2.2.114,18.124,28.03,8.07,12.022,36]hexatriaconta-1(33),7(12),8,10,14(36),15,17,24(35),25,27,30(34),31-dodecaen-15-ol",C38H42N2O7,638.7,Not available,,,,
72284,72284,"2-[(4R,5S,7R,8R,11S,12S,13S,21S)-13,17,18-trihydroxy-2,10,14-trioxo-5,21-bis[(3,4,5-trihydroxybenzoyl)oxy]-7-[(3,4,5-trihydroxybenzoyl)oxymethyl]-3,6,9,15-tetraoxatetracyclo[10.7.1.14,8.016,20]henicosa-1(19),16(20),17-trien-11-yl]acetic acid",C41H32O27,956.7,C10215 ,,,,
73588,73588,"(4bS,8aS)-4-hydroxy-4b,8,8-trimethyl-2-propan-2-yl-5,6,7,8a-tetrahydrophenanthrene-3,9-dione",C20H26O3,314.4,C09194 ,,,,
6432475,6432475,(5S)-2-methyl-5-propan-2-ylcyclohex-2-en-1-one,C10H16O,152.23,Not available,,,,
76573,76573,"5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-6,8-dimethylchromen-4-one ",C19H18O5,326.3,Not available,,,,
44257494,44257494,"6,9-dimethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-3-ol",C17H16O5,300.3,Not available,,,,
46886723,46886723,"(3R)-5,7-dihydroxy-3-[(4-methoxyphenyl)methyl]-6,8-dimethyl-2,3-dihydrochromen-4-one",C19H20O5,328.4,Not available,,,,
3037129,3037129,"3-[(1R,2S,3S)-2,3-dimethyl-2-[(2-oxochromen-7-yl)oxymethyl]-6-propan-2-ylidenecyclohexyl]propanoic acid",C24H30O5,398.5,Not available,,,,
26049,26049,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene ",C10H16,136.23,Not available,,,,
10467,10467,icosanoic acid ,C20H40O2,312.5,C06425 ,,,,
73285,73285,"(3aR,4aS,8aR,9aR)-8a-methyl-3,5-dimethylidene-3a,4,4a,6,7,8,9,9a-octahydrobenzo[f][1]benzofuran-2-one",C15H20O2,232.32,C09484 ,,,,
16590,16590,3-(prop-2-enyldisulfanyl)prop-1-ene ,C6H10S2,146.3,C08369 ,,,,
91458,91458,"(2S,3R,4S,5S,6R)-2-[[(1S,4aR,5S,7aS)-5-hydroxy-7-(hydroxymethyl)-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C15H22O9,346.33,C09771 ,,,,
5280681,5280681,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-methoxychromen-4-one ",C16H12O7,316.26,C04443 ,,,,
61060,61060,"(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",C10H18O,154.25,Not available,,,,
11463,11463,1-methyl-4-propan-2-ylidenecyclohexene ,C10H16,136.23,C06075 ,,,,
5274585,5274585,"(2S,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",C21H18O13,478.4,Not available,,,,
73170,73170,"(3S,4aR,6aR,6bS,8aR,11R,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-ol",C30H50O,426.7,C08615 ,,,,
73641,73641,"(4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O5,488.7,Not available,,,,
445070,445070,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",C15H26O,222.37,C01126 ,,,,
7462,,,,,,,,,
12306047,12306047,"(1S,4aS,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,6,8a-hexahydronaphthalene",C15H24,204.35,C20272 ,,,,
12306048,12306048,"(1S,4aR,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,6,8a-hexahydronaphthalene",C15H24,204.35,C16815 ,,,,
334704,334704,"(2S)-2-(2-hydroxypropan-2-yl)-2,3-dihydrofuro[3,2-g]chromen-7-one",C14H14O4,246.26,C09276 ,,,,
31553,31553,"(2R,3R)-3,5,7-trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one",C25H22O10,482.4,D08515 ,,,,
72277,72277,"(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C15H14O7,306.27,C12136 ,,,,
5281520,5281520,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",C15H24,204.35,C09684 ,,,,
638011,638011,"(2E)-3,7-dimethylocta-2,6-dienal",C10H16O,152.23,C01499 ,,,,
6432404,6432404,"(1S,4aR,8aR)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",C15H24,204.35,C20173 ,,,,
445639,445639,(Z)-octadec-9-enoic acid,C18H34O2,282.5,C00712 ,,,,
5281125,5281125,(Z)-octadec-6-enoic acid,C18H34O2,282.5,C08363 ,,,,
445858,445858,(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,C10H10O4,194.18,C01494 ,,,,
10494,10494,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O3,456.7,C17148 ,,,,
5281381,5281381,"(E)-2-methyl-3-[(4R,5R)-4-(methylamino)-1,3,4,5-tetrahydrobenzo[cd]indol-5-yl]prop-2-en-1-ol",C16H20N2O,256.34,C09131 ,,,,
1794427,1794427,"(1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylic acid",C16H18O9,354.31,C00852 ,,,,
147299,147299,"(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3S,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",C30H26O12,578.5,C10238 ,,,,
73242193,73242193,"(1R,2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bS)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",C30H48O3,456.7,Not available,,,,
72,72,"3,4-dihydroxybenzoic acid ",C7H6O4,154.12,C00230 ,,,,
442495,442495,(5R)-5-methyl-2-propan-2-ylidenecyclohexan-1-one,C10H16O,152.23,C09893 ,,,,
261491,261491,"(1S,4R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one",C10H16O,152.23,C09906 ,,,,
5316673,5316673,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",C21H20O10,432.4,C16911 ,,,,
5281116,5281116,(Z)-docos-13-enoic acid,C22H42O2,338.6,C08316 ,,,,
444539,444539,(E)-3-phenylprop-2-enoic acid,C9H8O2,148.16,C10438 ,,,,
439533,439533,"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one",C15H12O7,304.25,C01617 ,,,,
73659,73659,"(4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-10,11-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C30H48O4,472.7,C16939 ,,,,
637542,637542,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,C9H8O3,164.16,C00811 ,,,,
94221,94221,"(1S,5R)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-ol",C10H16O,152.23,C00964 ,,,,
64971,64971,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",C30H48O3,456.7,C08619 ,,,,
2537,2537,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one ",C10H16O,152.23,C00809 ,,,,
11869417,11869417,"5-[(3R,3aS,6S,6aS)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole",C20H18O6,354.4,Not available,,,,
5770,5770,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",C33H40N2O9,608.7,C06539 ,,,,
6654,6654,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene ",C10H16,136.23,C09880 ,,,,
7794,7794,"3,7-dimethyloct-6-enal ",C10H18O,154.25,C17384 ,,,,
14896,14896,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane ",C10H16,136.23,C09882 ,,,,
72311,72311,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium;chloride ",C21H18ClNO4,383.8,Not available,,,,
73649,73649,"7,7-dimethyl-8,12,20-trioxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-2(11),3,5,9,14(19),15,17-heptaen-17-ol",C20H18O4,322.4,Not available,,,,
92198,92198,"(3S,8S,9S,10R,13S,14S,17S)-17-[(1S)-1-aminoethyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-amine",C21H36N2,316.5,Not available,,,,
124025,124025,"(1R,5R,6R,13S,21R)-5,13-bis(3,4-dihydroxyphenyl)-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",C30H24O12,576.5,C10237 ,,,,
126540,126540,"(6aS,11aS)-9-methoxy-10-(3-methylbut-2-enyl)-6,11a-dihydro-[1]benzofuro[3,2-c]chromene-3,6a-diol",C21H22O5,354.4,C10206 ,,,,
182266,182266,"12-[2-(dimethylamino)ethyl]-14-methoxy-3,5,16-trioxapentacyclo[9.6.2.02,6.08,18.015,19]nonadeca-1(18),2(6),7,9,11(19),12,14-heptaen-17-one",C21H19NO5,365.4,Not available,,,,
457801,457801,"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5S)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C29H50O,414.7,C19654 ,,,,
441082,441082,"(1R,2S,5S,6S,9R,12S,13R,16S)-N,N,6,7,13-pentamethyl-7-azapentacyclo[10.8.0.02,9.05,9.013,18]icos-18-en-16-amine",C24H40N2,356.6,C06545 ,,,,
467498,467498,"(6aR,11aR)-9-methoxy-10-(3-methylbut-2-enyl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-3-ol",C21H22O4,338.4,Not available,,,,
600671,600671,"3-hydroxy-2,2-dimethyl-3,4-dihydropyrano[3,2-g]chromen-8-one ",C14H14O4,246.26,Not available,,,,
643820,643820,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",C10H18O,154.25,C09871 ,,,,
